"Subject ID" "Activity Desciption" "Mean of Feature Measurements"
8 "Standing" -0.599071724116456
8 "Standing" -0.592921896331646
8 "Standing" -0.586927813367089
8 "Standing" -0.60323292503038
8 "Standing" -0.594916412872152
8 "Standing" -0.467114590865823
8 "Standing" -0.600039088049367
8 "Standing" -0.615523396992405
8 "Standing" -0.622605987882278
8 "Standing" -0.647589811043038
8 "Standing" -0.633945109136709
8 "Standing" -0.624126209891139
8 "Standing" -0.611911749218987
8 "Standing" -0.639895150113924
8 "Standing" -0.665405451787342
8 "Standing" -0.634880278810127
8 "Standing" -0.657783917307595
8 "Standing" -0.650683166212658
8 "Standing" -0.602065272889873
8 "Standing" -0.573664955949367
8 "Standing" -0.592369726417342
8 "Sitting" -0.525450652772152
8 "Sitting" -0.622465999012658
8 "Sitting" -0.598612417472152
8 "Sitting" -0.594614295614658
8 "Sitting" -0.601508200774684
8 "Sitting" -0.609586885516456
8 "Sitting" -0.607081749629114
8 "Sitting" -0.601656320001266
8 "Sitting" -0.602423115667215
8 "Sitting" -0.574301467888608
8 "Sitting" -0.578901638220253
8 "Sitting" -0.594182389975823
8 "Sitting" -0.604138634220253
8 "Sitting" -0.631422715724051
8 "Sitting" -0.626823932036709
8 "Sitting" -0.602249581646835
8 "Sitting" -0.613006000979747
8 "Sitting" -0.628151320721519
8 "Sitting" -0.611079679303797
8 "Sitting" -0.615177165865949
8 "Sitting" -0.629809777981013
8 "Sitting" -0.610445070611392
8 "Sitting" -0.566746910453165
8 "Sitting" -0.563690493450633
8 "Laying" -0.425427710746835
8 "Laying" -0.592074081832405
8 "Laying" -0.555796183291139
8 "Laying" -0.531192512459873
8 "Laying" -0.531419347450633
8 "Laying" -0.577457860639241
8 "Laying" -0.599318972372152
8 "Laying" -0.59998995571519
8 "Laying" -0.586664957251899
8 "Laying" -0.624848744956962
8 "Laying" -0.650517404702532
8 "Laying" -0.646275355706329
8 "Laying" -0.650292263613924
8 "Laying" -0.345164252634177
8 "Laying" -0.571664990687975
8 "Laying" -0.620589174751899
8 "Laying" -0.629954805543038
8 "Laying" -0.6183143572
8 "Laying" -0.644778906741772
8 "Laying" -0.639031396078481
8 "Laying" -0.633835516208861
8 "Laying" -0.649096206027848
8 "Laying" -0.623865789429873
8 "Laying" -0.641864183949367
8 "Laying" -0.641289611982279
8 "Laying" -0.633919397670253
8 "Laying" -0.638923556533798
8 "Laying" -0.635779700083544
8 "Laying" -0.649012812278481
8 "Walking" -0.142293622164557
8 "Walking" -0.0894760420911392
8 "Walking" -0.0543200083367089
8 "Walking" -0.0593903186594937
8 "Walking" -0.0856867333291139
8 "Walking" -0.117983773151899
8 "Walking" -0.100752780924051
8 "Walking" -0.0910068077024051
8 "Walking" -0.110718002287342
8 "Walking" -0.0962472810329114
8 "Walking" -0.16160690835443
8 "Walking" -0.200225756539241
8 "Walking" -0.171597464860759
8 "Walking" -0.125447022759494
8 "Walking" -0.113931862544304
8 "Walking" -0.140201695873418
8 "Walking" -0.142976378179494
8 "Walking" -0.123962124282278
8 "Walking" -0.0711965550012658
8 "Walking" -0.0637939664658228
8 "Walking" -0.0894320047873418
8 "Walking" -0.122661155571646
8 "Walking" -0.1512040269
8 "Walking" -0.188924817220253
8 "Walking_Downstairs" 0.0204929971151899
8 "Walking_Downstairs" 0.0717364765010127
8 "Walking_Downstairs" 0.0962373909189873
8 "Walking_Downstairs" 0.0844488980898734
8 "Walking_Downstairs" 0.0636344222405063
8 "Walking_Downstairs" 0.0436224501139241
8 "Walking_Downstairs" -0.0315235994088608
8 "Walking_Downstairs" -0.0880777403481013
8 "Walking_Downstairs" 0.00130410325316456
8 "Walking_Downstairs" -0.0100298204177215
8 "Walking_Downstairs" -0.0368665139113924
8 "Walking_Downstairs" -0.00810619254810127
8 "Walking_Downstairs" -0.0109694466101266
8 "Walking_Downstairs" 0.0121387966878481
8 "Walking_Downstairs" 0.0159378936835443
8 "Walking_Downstairs" 0.051618986664557
8 "Walking_Downstairs" 0.0309931118316456
8 "Walking_Downstairs" -0.0681253757417721
8 "Walking_Upstairs" -0.196856960822785
8 "Walking_Upstairs" -0.175276431898734
8 "Walking_Upstairs" -0.135765355291139
8 "Walking_Upstairs" -0.117296649867089
8 "Walking_Upstairs" -0.156553409216456
8 "Walking_Upstairs" -0.193477028887342
8 "Walking_Upstairs" -0.200122309455696
8 "Walking_Upstairs" -0.205268903822785
8 "Walking_Upstairs" -0.114673833848101
8 "Walking_Upstairs" -0.048408159376962
8 "Walking_Upstairs" -0.101280920012658
8 "Walking_Upstairs" -0.137284474518987
8 "Walking_Upstairs" -0.0943325813987342
8 "Walking_Upstairs" -0.0359326285063291
8 "Walking_Upstairs" -0.12707572435443
8 "Walking_Upstairs" -0.159053241506329
8 "Walking_Upstairs" -0.194745178634177
8 "Walking_Upstairs" -0.164521382924051
8 "Walking_Upstairs" -0.114673044572152
8 "Walking_Upstairs" -0.160482391893671
11 "Standing" -0.552122839734177
11 "Standing" -0.608415095867089
11 "Standing" -0.615523280025316
11 "Standing" -0.637403763837975
11 "Standing" -0.637089033996329
11 "Standing" -0.631760973467089
11 "Standing" -0.635620607367089
11 "Standing" -0.620422777605063
11 "Standing" -0.596545284840506
11 "Standing" -0.592975104326582
11 "Standing" -0.606738186607595
11 "Standing" -0.63139330976481
11 "Standing" -0.60742489643038
11 "Standing" -0.605491251265823
11 "Standing" -0.586249822265823
11 "Standing" -0.579970333460759
11 "Standing" -0.585575849343038
11 "Standing" -0.597985586801266
11 "Standing" -0.60206903633038
11 "Standing" -0.596888575159494
11 "Standing" -0.599849082848101
11 "Sitting" -0.565924896487342
11 "Sitting" -0.602107395924051
11 "Sitting" -0.603574077358228
11 "Sitting" -0.60026819339443
11 "Sitting" -0.601456920548101
11 "Sitting" -0.610676231582278
11 "Sitting" -0.607110706052658
11 "Sitting" -0.586519022392405
11 "Sitting" -0.567927609026582
11 "Sitting" -0.574694369456962
11 "Sitting" -0.554498920356962
11 "Sitting" -0.610163481205063
11 "Sitting" -0.610461053863291
11 "Sitting" -0.601867980974684
11 "Sitting" -0.578935149481013
11 "Sitting" -0.614099083712658
11 "Sitting" -0.612332466187342
11 "Sitting" -0.589491642487342
11 "Sitting" -0.603806820334177
11 "Sitting" -0.604517724408861
11 "Sitting" -0.59889938893038
11 "Sitting" -0.611425764188608
11 "Sitting" -0.598136749476962
11 "Sitting" -0.601334636863291
11 "Sitting" -0.592888933627848
11 "Sitting" -0.605136084687342
11 "Laying" -0.598680146426329
11 "Laying" -0.594752125656962
11 "Laying" -0.596943718201266
11 "Laying" -0.607312766531772
11 "Laying" -0.623151704993671
11 "Laying" -0.617912257175949
11 "Laying" -0.605198717006329
11 "Laying" -0.577226435148101
11 "Laying" -0.578768390103797
11 "Laying" -0.577016665302532
11 "Laying" -0.577251499959494
11 "Laying" -0.5871428474
11 "Laying" -0.585920150877215
11 "Laying" -0.570713427455696
11 "Laying" -0.587236517772152
11 "Laying" -0.597890823648101
11 "Laying" -0.596714070070886
11 "Laying" -0.592322396068354
11 "Laying" -0.590512981220253
11 "Laying" -0.584911780129114
11 "Laying" -0.571500039420253
11 "Laying" -0.580417572003671
11 "Laying" -0.583317101775949
11 "Laying" -0.580026021481266
11 "Laying" -0.581289590064557
11 "Laying" -0.590207479916456
11 "Laying" -0.582225764318987
11 "Laying" -0.575312153827848
11 "Laying" -0.586981784894937
11 "Laying" -0.598016480812658
11 "Walking" -0.337873024706582
11 "Walking" -0.307305222683544
11 "Walking" -0.299212432994304
11 "Walking" -0.319886293567089
11 "Walking" -0.339474827868354
11 "Walking" -0.357730248809582
11 "Walking" -0.366952175856962
11 "Walking" -0.365482908302532
11 "Walking" -0.379696826341772
11 "Walking" -0.385904814283544
11 "Walking" -0.396230257622785
11 "Walking" -0.389280887810127
11 "Walking" -0.363679787517722
11 "Walking" -0.371829718025316
11 "Walking" -0.360034387113924
11 "Walking" -0.360773188922785
11 "Walking" -0.358901156767089
11 "Walking" -0.363321312496709
11 "Walking" -0.335179239783544
11 "Walking" -0.347256233455696
11 "Walking" -0.363148499822785
11 "Walking" -0.356047532
11 "Walking" -0.366605103822785
11 "Walking" -0.369126460813924
11 "Walking" -0.357352226486076
11 "Walking" -0.347237866602532
11 "Walking" -0.37915903298481
11 "Walking" -0.388164657394937
11 "Walking" -0.362545870410127
11 "Walking_Downstairs" -0.245698323872152
11 "Walking_Downstairs" -0.264111615429114
11 "Walking_Downstairs" -0.239619930360759
11 "Walking_Downstairs" -0.210605257806329
11 "Walking_Downstairs" -0.192318849093671
11 "Walking_Downstairs" -0.184576192081013
11 "Walking_Downstairs" -0.203619309474684
11 "Walking_Downstairs" -0.19168368774443
11 "Walking_Downstairs" -0.179158473420253
11 "Walking_Downstairs" -0.150159937534177
11 "Walking_Downstairs" -0.16075836285443
11 "Walking_Downstairs" -0.207530385677215
11 "Walking_Downstairs" -0.192061925182278
11 "Walking_Downstairs" -0.250117459772152
11 "Walking_Downstairs" -0.236499949949367
11 "Walking_Downstairs" -0.25611738886076
11 "Walking_Downstairs" -0.244738670959747
11 "Walking_Downstairs" -0.211054576190253
11 "Walking_Downstairs" -0.193744661820253
11 "Walking_Downstairs" -0.177824369829114
11 "Walking_Downstairs" -0.198372067582278
11 "Walking_Downstairs" -0.13054572056962
11 "Walking_Upstairs" -0.364191639253165
11 "Walking_Upstairs" -0.371720939177215
11 "Walking_Upstairs" -0.386629834950633
11 "Walking_Upstairs" -0.343944707112658
11 "Walking_Upstairs" -0.30742808403924
11 "Walking_Upstairs" -0.318698734086076
11 "Walking_Upstairs" -0.338391685955696
11 "Walking_Upstairs" -0.363302248240506
11 "Walking_Upstairs" -0.354333809002532
11 "Walking_Upstairs" -0.359907220697468
11 "Walking_Upstairs" -0.358327271050633
11 "Walking_Upstairs" -0.39652795256076
11 "Walking_Upstairs" -0.410396159078861
11 "Walking_Upstairs" -0.388760799075949
11 "Walking_Upstairs" -0.373126024267089
11 "Walking_Upstairs" -0.374363088075949
11 "Walking_Upstairs" -0.376949232046835
11 "Walking_Upstairs" -0.347539296620253
11 "Walking_Upstairs" -0.348173390327215
11 "Walking_Upstairs" -0.349173674512658
11 "Walking_Upstairs" -0.324731842367089
11 "Walking_Upstairs" -0.324323159746835
11 "Walking_Upstairs" -0.364214167518987
11 "Walking_Upstairs" -0.368836292139241
11 "Walking_Upstairs" -0.377393200151899
11 "Walking_Upstairs" -0.374996275641772
11 "Standing" -0.617062476113924
11 "Standing" -0.635035959646835
11 "Standing" -0.598282851372152
11 "Standing" -0.587938037596203
11 "Standing" -0.605366148644304
11 "Standing" -0.588615208383544
11 "Standing" -0.586138672750633
11 "Standing" -0.574430132055696
11 "Standing" -0.563735165096203
11 "Standing" -0.577056894635443
11 "Standing" -0.592024244072152
11 "Standing" -0.603158932586076
11 "Standing" -0.580664514579241
11 "Standing" -0.605963212155696
11 "Standing" -0.622717696481013
11 "Standing" -0.615224988573418
11 "Standing" -0.630991789615316
11 "Standing" -0.626637848989873
11 "Standing" -0.612370770012658
11 "Standing" -0.605958644924051
11 "Standing" -0.605788198683544
11 "Standing" -0.605156995902532
11 "Standing" -0.619102565372152
11 "Standing" -0.611242981048354
11 "Standing" -0.600561794586076
11 "Standing" -0.630946524113924
11 "Sitting" -0.58595604364557
11 "Sitting" -0.614631239696202
11 "Sitting" -0.601709514582279
11 "Sitting" -0.597018659822785
11 "Sitting" -0.582132728153165
11 "Sitting" -0.6026341936
11 "Sitting" -0.600420769513924
11 "Sitting" -0.591839332810127
11 "Sitting" -0.603379093859494
11 "Sitting" -0.589936361473418
11 "Sitting" -0.62843256223038
11 "Sitting" -0.614826550598734
11 "Sitting" -0.604182066141772
11 "Sitting" -0.587883557603798
11 "Sitting" -0.593845455379747
11 "Sitting" -0.588361534202532
11 "Sitting" -0.624301354021519
11 "Sitting" -0.622564022734177
11 "Sitting" -0.62407673757519
11 "Sitting" -0.602260471217722
11 "Sitting" -0.604133336397468
11 "Sitting" -0.612404468898734
11 "Sitting" -0.585388635718608
11 "Sitting" -0.580575993679747
11 "Sitting" -0.584101784836709
11 "Sitting" -0.579790271640506
11 "Sitting" -0.603220311718987
11 "Laying" -0.507398719883544
11 "Laying" -0.54016321496962
11 "Laying" -0.644092140341772
11 "Laying" -0.617913956551899
11 "Laying" -0.609601287963291
11 "Laying" -0.602945199288734
11 "Laying" -0.634730101406329
11 "Laying" -0.630416715379747
11 "Laying" -0.580009653596202
11 "Laying" -0.585609217308354
11 "Laying" -0.622439023173418
11 "Laying" -0.608076124873418
11 "Laying" -0.647341843502532
11 "Laying" -0.584884935492532
11 "Laying" -0.559868366436456
11 "Laying" -0.572100307392405
11 "Laying" -0.623553335936709
11 "Laying" -0.642249691703797
11 "Laying" -0.633238064562025
11 "Laying" -0.635806659987089
11 "Laying" -0.608889862359494
11 "Laying" -0.593616777207595
11 "Laying" -0.59980712574557
11 "Laying" -0.591474078146836
11 "Laying" -0.600209893362025
11 "Laying" -0.592093107535443
11 "Laying" -0.586876430779747
11 "Walking" -0.342591169274684
11 "Walking" -0.334846475168354
11 "Walking" -0.328107248846835
11 "Walking" -0.292339769213924
11 "Walking" -0.282912764520253
11 "Walking" -0.31491348726076
11 "Walking" -0.329886834798734
11 "Walking" -0.314692040363291
11 "Walking" -0.337471856716456
11 "Walking" -0.329031073303797
11 "Walking" -0.314438726922785
11 "Walking" -0.316383139417722
11 "Walking" -0.321725226810127
11 "Walking" -0.315573634981392
11 "Walking" -0.338592907711392
11 "Walking" -0.376871200721519
11 "Walking" -0.305582014113924
11 "Walking" -0.287005066348101
11 "Walking" -0.32079968985443
11 "Walking" -0.303940956746835
11 "Walking" -0.324654714815949
11 "Walking" -0.351949951293671
11 "Walking" -0.298226104506329
11 "Walking" -0.281695419955766
11 "Walking" -0.324395860031646
11 "Walking" -0.302620817731646
11 "Walking" -0.311241451468354
11 "Walking" -0.305558064906329
11 "Walking" -0.303328939997468
11 "Walking" -0.338757550918987
11 "Walking_Downstairs" -0.264491476164557
11 "Walking_Downstairs" -0.295525532621519
11 "Walking_Downstairs" -0.243836554627848
11 "Walking_Downstairs" -0.211379719449367
11 "Walking_Downstairs" -0.187221491955696
11 "Walking_Downstairs" -0.198765339636709
11 "Walking_Downstairs" -0.210318173911392
11 "Walking_Downstairs" -0.235147294607595
11 "Walking_Downstairs" -0.235252523011392
11 "Walking_Downstairs" -0.220676785181013
11 "Walking_Downstairs" -0.191466007465823
11 "Walking_Downstairs" -0.158340230616456
11 "Walking_Downstairs" -0.166105227589873
11 "Walking_Downstairs" -0.166914274893671
11 "Walking_Downstairs" -0.206071027051899
11 "Walking_Downstairs" -0.207044416317722
11 "Walking_Downstairs" -0.284812756703797
11 "Walking_Downstairs" -0.268427380391139
11 "Walking_Downstairs" -0.266273305643038
11 "Walking_Downstairs" -0.220482839235443
11 "Walking_Downstairs" -0.198028813843038
11 "Walking_Downstairs" -0.213401505670886
11 "Walking_Downstairs" -0.228098786164557
11 "Walking_Downstairs" -0.207005207797468
11 "Walking_Upstairs" -0.347538919075949
11 "Walking_Upstairs" -0.318792409443038
11 "Walking_Upstairs" -0.346305049193671
11 "Walking_Upstairs" -0.368214593863291
11 "Walking_Upstairs" -0.363990474610127
11 "Walking_Upstairs" -0.382384266278481
11 "Walking_Upstairs" -0.382651695686076
11 "Walking_Upstairs" -0.374776734886076
11 "Walking_Upstairs" -0.389104605147848
11 "Walking_Upstairs" -0.344688098197089
11 "Walking_Upstairs" -0.326997877970886
11 "Walking_Upstairs" -0.328051907064557
11 "Walking_Upstairs" -0.343420188963291
11 "Walking_Upstairs" -0.366852870278481
11 "Walking_Upstairs" -0.385520808711392
11 "Walking_Upstairs" -0.367825661755696
11 "Walking_Upstairs" -0.373666938910127
11 "Walking_Upstairs" -0.374058827683544
11 "Walking_Upstairs" -0.370097175949367
11 "Walking_Upstairs" -0.351852777189873
11 "Walking_Upstairs" -0.367431279405063
11 "Walking_Upstairs" -0.395075060518987
11 "Walking_Upstairs" -0.383973316810127
11 "Walking_Upstairs" -0.346959470924051
11 "Walking_Upstairs" -0.373174086259494
11 "Walking_Upstairs" -0.380969661293671
11 "Walking_Upstairs" -0.37890371006076
11 "Walking_Upstairs" -0.365906061025316
14 "Standing" -0.510139926037848
14 "Standing" -0.592394325081013
14 "Standing" -0.536403439183671
14 "Standing" -0.55567301464557
14 "Standing" -0.608271870164557
14 "Standing" -0.657656517718987
14 "Standing" -0.66509631361519
14 "Standing" -0.664057209644304
14 "Standing" -0.643224855787342
14 "Standing" -0.60402207356481
14 "Standing" -0.62616115821519
14 "Standing" -0.632399692411392
14 "Standing" -0.61261549815443
14 "Standing" -0.604150035186076
14 "Standing" -0.623904342682278
14 "Standing" -0.625025433892671
14 "Standing" -0.624085701177215
14 "Standing" -0.598299370240886
14 "Standing" -0.660009575407595
14 "Standing" -0.640922879278481
14 "Standing" -0.642380529722785
14 "Standing" -0.643304433217722
14 "Standing" -0.627301922941772
14 "Standing" -0.632608284978481
14 "Standing" -0.636907246972152
14 "Standing" -0.665639676651899
14 "Standing" -0.660155891193291
14 "Standing" -0.633253234087342
14 "Standing" -0.656186692148101
14 "Standing" -0.653979994672152
14 "Sitting" -0.630232031396203
14 "Sitting" -0.620193202083544
14 "Sitting" -0.644910193980025
14 "Sitting" -0.641599598443038
14 "Sitting" -0.62873227514557
14 "Sitting" -0.632013933618987
14 "Sitting" -0.642650283810127
14 "Sitting" -0.636955754249367
14 "Sitting" -0.633358662668354
14 "Sitting" -0.620573485670886
14 "Sitting" -0.605968400234177
14 "Sitting" -0.631842808691139
14 "Sitting" -0.601117492659494
14 "Sitting" -0.614928778465823
14 "Sitting" -0.626069836872152
14 "Sitting" -0.640415662258228
14 "Sitting" -0.631324728262278
14 "Sitting" -0.621995276687342
14 "Sitting" -0.652922480818987
14 "Sitting" -0.645712995185266
14 "Sitting" -0.640594431572152
14 "Sitting" -0.633813832603544
14 "Sitting" -0.635214069282279
14 "Sitting" -0.614070816055696
14 "Sitting" -0.603155187889873
14 "Sitting" -0.629607774727848
14 "Laying" -0.512642800793671
14 "Laying" -0.637913681605443
14 "Laying" -0.634444369936709
14 "Laying" -0.609349328049367
14 "Laying" -0.623852446011392
14 "Laying" -0.620950377196202
14 "Laying" -0.627479576777215
14 "Laying" -0.624372727305063
14 "Laying" -0.621582596860759
14 "Laying" -0.601889356253165
14 "Laying" -0.609947082796203
14 "Laying" -0.625711606922785
14 "Laying" -0.611320736581013
14 "Laying" -0.623949923496202
14 "Laying" -0.62227206054557
14 "Laying" -0.620901073298734
14 "Laying" -0.61395143533038
14 "Laying" -0.622649631646835
14 "Laying" -0.624562451387342
14 "Laying" -0.633337986563291
14 "Laying" -0.636463285417722
14 "Laying" -0.644785732610127
14 "Laying" -0.641715435374684
14 "Laying" -0.667914468370886
14 "Laying" -0.621013947173418
14 "Walking" -0.371702768551899
14 "Walking" -0.321564500435443
14 "Walking" -0.283572747003797
14 "Walking" -0.282453031094937
14 "Walking" -0.287497144865823
14 "Walking" -0.282684820132911
14 "Walking" -0.296622569823291
14 "Walking" -0.293425966381013
14 "Walking" -0.283350562570886
14 "Walking" -0.332367704462405
14 "Walking" -0.346189876763291
14 "Walking" -0.311388501797089
14 "Walking" -0.282103891446835
14 "Walking" -0.2995229495
14 "Walking" -0.327698682522785
14 "Walking" -0.346028649996582
14 "Walking" -0.248674068265823
14 "Walking" -0.22882963546962
14 "Walking" -0.262245358008861
14 "Walking" -0.271759414151899
14 "Walking" -0.275723208517215
14 "Walking" -0.276959451260633
14 "Walking" -0.300446945597848
14 "Walking" -0.310379429556962
14 "Walking" -0.283669146392405
14 "Walking" -0.302734464886076
14 "Walking" -0.294796160432911
14 "Walking" -0.291680751535443
14 "Walking" -0.299786134870253
14 "Walking" -0.293365725093671
14 "Walking_Downstairs" -0.202534725944304
14 "Walking_Downstairs" -0.144664589396203
14 "Walking_Downstairs" -0.0283652715281013
14 "Walking_Downstairs" -0.0323156907308861
14 "Walking_Downstairs" -0.0866751819367089
14 "Walking_Downstairs" -0.113065569753165
14 "Walking_Downstairs" -0.150013600810127
14 "Walking_Downstairs" -0.173714012289873
14 "Walking_Downstairs" -0.150814193834051
14 "Walking_Downstairs" -0.0614543624759494
14 "Walking_Downstairs" -0.0348766706724051
14 "Walking_Downstairs" -0.0713782682126582
14 "Walking_Downstairs" -0.0363109615822785
14 "Walking_Downstairs" -0.00854570976962025
14 "Walking_Downstairs" -0.120994757532911
14 "Walking_Downstairs" -0.167332328616456
14 "Walking_Downstairs" -0.112281748064557
14 "Walking_Downstairs" -0.0714481779275949
14 "Walking_Downstairs" 0.0353873627
14 "Walking_Downstairs" 0.0235581182291139
14 "Walking_Downstairs" -0.0918828827063291
14 "Walking_Downstairs" 0.0072394222278481
14 "Walking_Downstairs" -0.00753495555316456
14 "Walking_Downstairs" -0.0902065420859494
14 "Walking_Upstairs" -0.224814306341772
14 "Walking_Upstairs" -0.172362831101266
14 "Walking_Upstairs" -0.14533861726557
14 "Walking_Upstairs" -0.180967018291139
14 "Walking_Upstairs" -0.195982744807595
14 "Walking_Upstairs" -0.180472821544304
14 "Walking_Upstairs" -0.206254837217722
14 "Walking_Upstairs" -0.225923516746835
14 "Walking_Upstairs" -0.247686230693671
14 "Walking_Upstairs" -0.216759616079747
14 "Walking_Upstairs" -0.175847076191139
14 "Walking_Upstairs" -0.118879938037975
14 "Walking_Upstairs" -0.120463912888608
14 "Walking_Upstairs" -0.143561567822785
14 "Walking_Upstairs" -0.134592723720253
14 "Walking_Upstairs" -0.142832767078481
14 "Walking_Upstairs" -0.184157576079747
14 "Walking_Upstairs" -0.222521980111392
14 "Walking_Upstairs" -0.19647996824557
14 "Walking_Upstairs" -0.113867566055696
14 "Walking_Upstairs" -0.0604817533368354
14 "Walking_Upstairs" -0.0819284579493671
14 "Walking_Upstairs" -0.156449761294937
14 "Walking_Upstairs" -0.137825131810127
14 "Walking_Upstairs" -0.138573060286076
14 "Walking_Upstairs" -0.163266758844304
14 "Walking_Upstairs" -0.211807746186582
14 "Standing" -0.596031997597468
14 "Standing" -0.643162967056962
14 "Standing" -0.6547546065
14 "Standing" -0.645026402781013
14 "Standing" -0.623142728332911
14 "Standing" -0.621361556702532
14 "Standing" -0.623622496074684
14 "Standing" -0.619963444444304
14 "Standing" -0.628147504658228
14 "Standing" -0.62922812564557
14 "Standing" -0.637407902453165
14 "Standing" -0.652942901888608
14 "Standing" -0.645439981424051
14 "Standing" -0.63802207333038
14 "Standing" -0.626229967708861
14 "Standing" -0.624844626150633
14 "Standing" -0.680058324958861
14 "Standing" -0.644449585072152
14 "Standing" -0.647210942234177
14 "Standing" -0.657739740063291
14 "Standing" -0.647103125708861
14 "Standing" -0.645127508074684
14 "Standing" -0.64017698735443
14 "Standing" -0.643062133326582
14 "Standing" -0.636963671318987
14 "Standing" -0.623439943149367
14 "Standing" -0.616564184065823
14 "Standing" -0.624987892053165
14 "Standing" -0.64625275456962
14 "Standing" -0.663210614707595
14 "Sitting" -0.487579915949367
14 "Sitting" -0.603461621081013
14 "Sitting" -0.625455314083798
14 "Sitting" -0.615916516962025
14 "Sitting" -0.61795333476962
14 "Sitting" -0.613408114055696
14 "Sitting" -0.595078193740506
14 "Sitting" -0.592368673036709
14 "Sitting" -0.612986944473418
14 "Sitting" -0.590717854916456
14 "Sitting" -0.619945835710127
14 "Sitting" -0.609486026077215
14 "Sitting" -0.610868791765823
14 "Sitting" -0.613710590058228
14 "Sitting" -0.607810955008861
14 "Sitting" -0.608919413936709
14 "Sitting" -0.641775527367089
14 "Sitting" -0.634827583432911
14 "Sitting" -0.647603133659494
14 "Sitting" -0.65331594435443
14 "Sitting" -0.626419783188608
14 "Sitting" -0.679116502955696
14 "Sitting" -0.645332278867089
14 "Sitting" -0.649242604443038
14 "Sitting" -0.64833440018481
14 "Sitting" -0.617296936165823
14 "Sitting" -0.629496018506329
14 "Sitting" -0.615821222734177
14 "Laying" -0.346251983151899
14 "Laying" -0.599721143093671
14 "Laying" -0.59938585275443
14 "Laying" -0.636135317267215
14 "Laying" -0.652869385422785
14 "Laying" -0.630613246431646
14 "Laying" -0.634822858020253
14 "Laying" -0.661584179477215
14 "Laying" -0.643354378443038
14 "Laying" -0.63271882321519
14 "Laying" -0.634957442088608
14 "Laying" -0.306516289278481
14 "Laying" -0.583297332291139
14 "Laying" -0.612730517132911
14 "Laying" -0.621194543040506
14 "Laying" -0.607309787558228
14 "Laying" -0.60112222018
14 "Laying" -0.587466246178342
14 "Laying" -0.606291288718987
14 "Laying" -0.589075749024684
14 "Laying" -0.625818652101266
14 "Laying" -0.634257512136709
14 "Laying" -0.624794618886076
14 "Laying" -0.643994813886076
14 "Laying" -0.650346440455696
14 "Laying" -0.617453269724051
14 "Walking" -0.254587520224051
14 "Walking" -0.265314188379747
14 "Walking" -0.238898296101899
14 "Walking" -0.217584304682278
14 "Walking" -0.24489512574557
14 "Walking" -0.245871834929114
14 "Walking" -0.227048451180253
14 "Walking" -0.240994848355696
14 "Walking" -0.254393963460759
14 "Walking" -0.266658769759494
14 "Walking" -0.242648242358228
14 "Walking" -0.222489371848101
14 "Walking" -0.24800866191519
14 "Walking" -0.28130095806962
14 "Walking" -0.289339759410722
14 "Walking" -0.272823522337975
14 "Walking" -0.235720266706329
14 "Walking" -0.241658058973418
14 "Walking" -0.255874029589873
14 "Walking" -0.23171824543038
14 "Walking" -0.213183827424051
14 "Walking" -0.222049577687342
14 "Walking" -0.23726383524557
14 "Walking" -0.237573058931646
14 "Walking" -0.233145776336709
14 "Walking" -0.244655143240506
14 "Walking" -0.211560097989873
14 "Walking" -0.206016025746835
14 "Walking" -0.237556613388608
14 "Walking_Downstairs" -0.106014398451899
14 "Walking_Downstairs" -0.00536583577594937
14 "Walking_Downstairs" 0.0288407355253165
14 "Walking_Downstairs" 0.0139261697911392
14 "Walking_Downstairs" 0.0104029473772152
14 "Walking_Downstairs" 0.017918190943038
14 "Walking_Downstairs" -0.062019878123924
14 "Walking_Downstairs" -0.0940274249367089
14 "Walking_Downstairs" 0.0146041729936709
14 "Walking_Downstairs" 0.161108768962025
14 "Walking_Downstairs" 0.170137890416456
14 "Walking_Downstairs" 0.0589764966772152
14 "Walking_Downstairs" 0.0175239378227848
14 "Walking_Downstairs" -0.0051323073335443
14 "Walking_Downstairs" 0.0387692426101266
14 "Walking_Downstairs" 0.170666486367595
14 "Walking_Downstairs" 0.221048983363291
14 "Walking_Downstairs" 0.131010763234177
14 "Walking_Downstairs" 0.0914399086118987
14 "Walking_Downstairs" 0.114316963801519
14 "Walking_Downstairs" 0.0235652641151899
14 "Walking_Upstairs" -0.160821420670886
14 "Walking_Upstairs" -0.0957227234012658
14 "Walking_Upstairs" -0.0440905547088608
14 "Walking_Upstairs" -0.0839652407848101
14 "Walking_Upstairs" -0.111137278562025
14 "Walking_Upstairs" -0.137756414193671
14 "Walking_Upstairs" -0.142544851486076
14 "Walking_Upstairs" -0.137482659772152
14 "Walking_Upstairs" -0.187281502674684
14 "Walking_Upstairs" -0.263077384534177
14 "Walking_Upstairs" -0.141900721563291
14 "Walking_Upstairs" -0.111248590594937
14 "Walking_Upstairs" -0.0902156919848101
14 "Walking_Upstairs" -0.099949329021519
14 "Walking_Upstairs" -0.147279335797468
14 "Walking_Upstairs" 0.033458390178481
14 "Walking_Upstairs" 0.0656596392012658
14 "Walking_Upstairs" -0.13641594186076
14 "Walking_Upstairs" -0.156256243648101
14 "Walking_Upstairs" -0.132225548732911
14 "Walking_Upstairs" -0.106832316560759
14 "Walking_Upstairs" -0.132388592367089
14 "Walking_Upstairs" -0.174944336531646
14 "Walking_Upstairs" -0.141372423265823
14 "Walking_Upstairs" -0.142586508898734
